video,original_video_duration_seconds,n_targets,n_predictions,recall_0.3,recall_0.5,recall_0.7,overlap_anywhere_recall,best_iou,mean_target_best_iou,mean_predicted_best_iou,temporal_set_iou,overlap_over_max,duration_precision,duration_recall,ap_0.3,ap_0.5,ap_0.7,mAP,predicted_total_duration_seconds
06LBQ.mp4,33.966667,2,17,1.0,1.0,0.5,1.0,0.783589,0.688578,0.190825,0.285125,0.293849,0.293849,0.905691,0.258929,0.133929,0.0625,0.151786,33.566667
0HGNK.mp4,35.25,5,3,0.0,0.0,0.0,0.6,0.181511,0.17029,0.127541,0.180022,0.180022,0.180022,1.0,0.0,0.0,0.0,0.0,35.0
0M0T4.mp4,54.287577,3,7,0.666667,0.0,0.0,0.666667,0.340471,0.225238,0.294435,0.368908,0.394372,0.394372,0.851043,0.666667,0.0,0.0,0.222222,50.864037
2CJC9.mp4,29.982599,3,9,1.0,1.0,0.666667,1.0,0.897026,0.82927,0.408109,0.51879,0.51879,0.51879,1.0,0.489418,0.477513,0.453704,0.473545,29.681435
2OJY8.mp4,31.025474,4,1,0.25,0.0,0.0,0.25,0.463059,0.298623,0.463059,0.566311,0.621237,0.621237,0.864961,0.5,0.0,0.0,0.166667,27.43305
3CLVI.mp4,30.281737,3,15,1.0,1.0,1.0,1.0,0.808741,0.764547,0.425813,0.467889,0.467889,0.467889,1.0,0.484854,0.262743,0.252249,0.333282,29.712909
47Y1V.mp4,30.488792,1,23,1.0,1.0,0.0,1.0,0.573058,0.573058,0.275958,0.462916,0.462916,0.462916,1.0,0.986014,0.518193,0.0,0.501402,30.03
4H935.mp4,32.2,5,10,0.8,0.8,0.6,1.0,0.803151,0.742529,0.460935,0.571907,0.590394,0.590394,0.94809,0.800159,0.517619,0.384286,0.567354,31.966667
4VJDU.mp4,30.733333,2,13,1.0,1.0,1.0,1.0,0.899961,0.89319,0.191006,0.444079,0.444079,0.444079,1.0,0.916667,0.916667,0.375,0.736111,30.4
50E06.mp4,32.209361,3,10,1.0,0.666667,0.333333,1.0,0.700987,0.598532,0.392066,0.518941,0.518941,0.518941,1.0,0.418254,0.186111,0.055556,0.219974,31.404127
5WS7U.mp4,38.571867,3,6,0.666667,0.333333,0.0,1.0,0.633953,0.4818,0.267215,0.325399,0.325399,0.325399,1.0,0.666667,0.333333,0.0,0.333333,38.4384
6U47G.mp4,34.659625,1,22,1.0,1.0,1.0,1.0,0.852044,0.852044,0.252751,0.299677,0.299677,0.299677,1.0,0.387211,0.299246,0.182407,0.289621,34.034
72LJ3.mp4,24.983671,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8CCEV.mp4,20.133333,6,2,0.333333,0.166667,0.0,0.333333,0.583225,0.406336,0.511084,0.755208,0.755208,0.755208,1.0,0.666667,0.166667,0.0,0.277778,19.2
ALJ7B.mp4,30.433333,3,12,1.0,1.0,0.333333,1.0,0.813366,0.664538,0.445557,0.664428,0.677542,0.677542,0.971694,0.822619,0.549471,0.138889,0.50366,30.4
B0SV3.mp4,30.7491,4,1,0.0,0.0,0.0,0.25,0.267865,0.207953,0.267865,0.55534,0.646733,0.646733,0.797152,0.0,0.0,0.0,0.0,27.47792
CS7HY.mp4,30.912896,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
D01MJ.mp4,37.5,2,4,1.0,1.0,0.0,1.0,0.61847,0.569539,0.483087,0.457276,0.457276,0.457276,1.0,1.0,0.75,0.0,0.583333,36.766667
D04GX.mp4,13.159476,5,3,0.6,0.0,0.0,0.6,0.496578,0.422211,0.405664,0.712522,0.76856,0.76856,0.907168,0.8,0.0,0.0,0.266667,12.979209
DGHSW.mp4,32.528224,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EEGGA.mp4,30.151961,3,7,1.0,0.0,0.0,1.0,0.364468,0.349829,0.275803,0.378288,0.378288,0.378288,1.0,0.53373,0.0,0.0,0.17791,28.83056
EG0VZ.mp4,26.866667,2,4,1.0,1.0,0.0,1.0,0.519646,0.512375,0.507085,0.587269,0.587269,0.587269,1.0,0.902778,0.708333,0.0,0.537037,26.4
F1LTO.mp4,29.108108,4,11,1.0,1.0,1.0,1.0,0.832258,0.78619,0.427092,0.613566,0.613566,0.613566,1.0,0.405928,0.304324,0.283491,0.331248,28.216216
FLBS9.mp4,30.613917,1,19,1.0,1.0,0.0,1.0,0.519917,0.519917,0.190001,0.189914,0.189914,0.189914,1.0,0.317534,0.125,0.0,0.147511,30.03
GA7SB.mp4,30.555556,5,1,0.0,0.0,0.0,0.2,0.269588,0.218957,0.269588,0.269588,0.304442,0.304442,0.70192,0.0,0.0,0.0,0.0,27.45098
GMLPK.mp4,43.409498,1,1,0.0,0.0,0.0,1.0,0.26556,0.26556,0.26556,0.26556,0.26556,0.26556,1.0,0.0,0.0,0.0,0.0,42.951679
IAEGA.mp4,17.966667,1,5,0.0,0.0,0.0,1.0,0.166667,0.166667,0.033333,0.082456,0.089184,0.089184,0.522222,0.0,0.0,0.0,0.0,17.566667
IV1S7.mp4,16.766667,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLWB5.mp4,30.833333,2,9,1.0,1.0,0.5,1.0,0.804841,0.748574,0.413705,0.671738,0.671738,0.671738,1.0,0.938333,0.85,0.375,0.721111,30.366667
N5PLR.mp4,34.435538,1,14,1.0,1.0,1.0,1.0,0.764225,0.764225,0.201234,0.279098,0.279098,0.279098,1.0,0.95,1.0,0.5,0.816667,33.667335
O76GM.mp4,32.433333,4,17,1.0,0.5,0.5,1.0,0.92187,0.65137,0.41493,0.691547,0.691547,0.691547,1.0,0.65789,0.154752,0.042484,0.285042,31.966667
OK6BF.mp4,27.566667,1,7,1.0,0.0,0.0,1.0,0.44226,0.44226,0.170158,0.220859,0.220859,0.220859,1.0,0.866667,0.0,0.0,0.288889,27.166667
OPMF7.mp4,17.8,2,8,1.0,1.0,1.0,1.0,0.769388,0.769388,0.311437,0.278848,0.278848,0.278848,1.0,1.0,0.583333,0.583333,0.722222,17.566667
OSK3Y.mp4,31.2,1,9,1.0,1.0,1.0,1.0,0.725927,0.725927,0.297646,0.274705,0.274705,0.274705,1.0,0.622024,0.416667,0.25,0.429563,28.766667
P5YNX.mp4,29.597668,3,12,1.0,1.0,0.333333,1.0,0.790421,0.774396,0.212783,0.446348,0.446348,0.446348,1.0,0.955556,0.972222,1.0,0.975926,29.35277
Q948H.mp4,33.0,4,3,0.75,0.5,0.0,0.75,0.641552,0.547122,0.635063,0.718138,0.803807,0.803807,0.87077,1.0,0.75,0.0,0.583333,29.566667
QZ1BS.mp4,33.115154,2,18,1.0,0.5,0.5,1.0,0.827908,0.626326,0.245535,0.400524,0.400524,0.400524,1.0,1.0,0.5,0.402778,0.634259,31.9503
R4SJJ.mp4,46.679967,3,14,1.0,1.0,0.333333,1.0,0.701998,0.653168,0.24746,0.506423,0.506423,0.506423,1.0,0.729792,0.725641,0.333333,0.596256,46.413033
R5O7F.mp4,38.892758,6,12,1.0,0.833333,0.166667,1.0,0.723628,0.652189,0.432638,0.595289,0.620007,0.620007,0.937232,0.595443,0.451263,0.166667,0.404457,38.405292
RKOOJ.mp4,29.862739,2,12,1.0,1.0,1.0,1.0,0.880468,0.841299,0.257447,0.333089,0.333089,0.333089,1.0,0.409443,0.429762,0.4125,0.417235,29.728825
SPF63.mp4,29.127742,4,13,1.0,0.25,0.0,1.0,0.510731,0.418068,0.271835,0.452071,0.464969,0.464969,0.942185,0.492529,0.208333,0.0,0.233621,28.970295
SSPMK.mp4,37.495493,2,12,1.0,0.0,0.0,1.0,0.400048,0.400048,0.079545,0.208025,0.208025,0.208025,1.0,0.152778,0.0,0.0,0.050926,36.053359
SUE5L.mp4,31.600818,1,2,1.0,0.0,0.0,1.0,0.416862,0.416862,0.355426,0.390141,0.420355,0.420355,0.844429,1.0,0.0,0.0,0.333333,23.290104
VEH0A.mp4,11.6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VINM0.mp4,35.168467,1,2,1.0,1.0,1.0,1.0,0.887614,0.887614,0.497515,0.247086,0.247086,0.247086,1.0,1.0,1.0,1.0,1.0,34.401033
WZDXS.mp4,36.083093,2,14,1.0,0.5,0.5,1.0,0.897931,0.682537,0.409333,0.47192,0.47192,0.47192,1.0,0.781608,0.25,0.125,0.385536,36.023055
Y4GHN.mp4,30.066667,1,10,1.0,1.0,1.0,1.0,0.747578,0.747578,0.356005,0.432814,0.432814,0.432814,1.0,0.505952,0.319444,0.166667,0.330688,29.566667
Y50QF.mp4,37.495924,4,3,0.25,0.0,0.0,0.75,0.332601,0.276852,0.3059,0.326755,0.352611,0.352611,0.81672,0.75,0.0,0.0,0.25,35.213564
Y665P.mp4,33.313245,3,9,1.0,0.0,0.0,1.0,0.449748,0.449748,0.170597,0.251841,0.251841,0.251841,1.0,0.927778,0.0,0.0,0.309259,32.944958
Z7KC1.mp4,30.333333,4,1,0.0,0.0,0.0,0.25,0.114316,0.114316,0.114316,0.114316,0.121652,0.121652,0.654655,0.0,0.0,0.0,0.0,28.0
ZNQVC.mp4,31.231159,6,4,0.5,0.166667,0.0,0.666667,0.668582,0.394368,0.457479,0.597679,0.597679,0.597679,1.0,0.916667,0.166667,0.0,0.361111,28.94007
__SUMMARY__,,,,0.702288,0.494444,0.299346,0.790523,0.550503,0.493961,0.288028,0.381385,0.391119,0.391119,0.853646,0.518275,0.249393,0.117985,0.295218,1419.121848
