video,original_video_duration_seconds,n_targets,n_predictions,recall_0.3,recall_0.5,recall_0.7,overlap_anywhere_recall,best_iou,mean_target_best_iou,mean_predicted_best_iou,temporal_set_iou,overlap_over_max,duration_precision,duration_recall,ap_0.3,ap_0.5,ap_0.7,mAP,predicted_total_duration_seconds
0E6H9.mp4,30.597233,1,12,1.0,1.0,1.0,1.0,0.786998,0.786998,0.148337,0.227201,0.227201,0.227201,1.0,1.0,1.0,1.0,1.0,30.397033
0LHWF.mp4,30.163467,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1QP1S.mp4,33.674157,7,13,0.714286,0.571429,0.0,1.0,0.630204,0.604054,0.397726,0.69053,0.728659,0.728659,0.929559,0.785147,0.502551,0.0,0.429233,33.168539
2OHTZ.mp4,33.2332,5,6,0.6,0.2,0.0,0.6,0.553535,0.520793,0.373357,0.432471,0.432471,0.432471,1.0,0.802222,0.6,0.0,0.467407,32.8328
3B97C.mp4,20.5,1,5,1.0,1.0,0.0,1.0,0.534852,0.534852,0.1914,0.32002,0.32002,0.32002,1.0,0.583333,0.5,0.0,0.361111,20.0
3IS9Y.mp4,34.200833,3,4,0.333333,0.0,0.0,0.666667,0.308179,0.239349,0.188907,0.3859,0.401976,0.401976,0.906095,0.083333,0.0,0.0,0.027778,33.600233
4FX6G.mp4,40.933333,3,23,1.0,1.0,0.0,1.0,0.58989,0.589819,0.279045,0.475548,0.475548,0.475548,1.0,0.312681,0.165864,0.0,0.159515,40.8
68OG0.mp4,29.7,1,14,1.0,1.0,1.0,1.0,0.785495,0.785495,0.157509,0.364368,0.368138,0.368138,0.972664,1.0,1.0,1.0,1.0,29.6
7AB3X.mp4,27.640909,1,10,1.0,1.0,0.0,1.0,0.623003,0.623003,0.225425,0.28113,0.28113,0.28113,1.0,0.830357,1.0,0.0,0.610119,27.400553
7O6FK.mp4,19.04,6,6,1.0,0.833333,0.166667,1.0,0.771217,0.693136,0.628385,0.75502,0.829692,0.829692,0.893494,0.775926,0.598148,0.25,0.541358,18.2
8W829.mp4,34.567074,4,17,1.0,1.0,0.5,1.0,0.83094,0.734096,0.359222,0.580789,0.580789,0.580789,1.0,0.349698,0.239107,0.102083,0.230296,33.729694
B47TS.mp4,21.872371,1,8,1.0,0.0,0.0,1.0,0.477401,0.477401,0.267803,0.254614,0.254614,0.254614,1.0,1.0,0.0,0.0,0.333333,21.632015
BJ7YW.mp4,13.636666,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CDULZ.mp4,30.35977,1,9,1.0,1.0,0.0,1.0,0.613694,0.613694,0.287648,0.293461,0.306399,0.306399,0.874215,0.8125,0.916667,0.0,0.576389,29.691053
DHDCF.mp4,27.2,3,4,1.0,1.0,0.333333,1.0,0.926382,0.926382,0.539658,0.253684,0.253684,0.253684,1.0,0.805556,0.805556,0.333333,0.648148,26.4
DJVKE.mp4,31.766667,3,3,1.0,0.333333,0.0,1.0,0.574889,0.574889,0.48743,0.408291,0.408291,0.408291,1.0,1.0,1.0,0.0,0.666667,30.366667
DMO76.mp4,22.125,4,8,1.0,0.75,0.5,1.0,0.791539,0.724917,0.355774,0.456134,0.472656,0.472656,0.928821,0.80625,0.739583,0.75,0.765278,22.0
DSI0N.mp4,33.466767,3,6,0.333333,0.0,0.0,1.0,0.435116,0.3317,0.228666,0.259091,0.259091,0.259091,1.0,0.333333,0.0,0.0,0.111111,32.799433
EIT66.mp4,12.209688,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EURF2.mp4,33.821028,3,15,1.0,0.666667,0.333333,1.0,0.821851,0.821851,0.141603,0.206275,0.206275,0.206275,1.0,0.875,0.458333,0.5,0.611111,33.480776
F024X.mp4,31.873178,3,1,0.333333,0.333333,0.333333,0.333333,0.792545,0.382166,0.792545,0.801976,0.801976,1.0,0.801976,0.333333,0.333333,0.333333,0.333333,11.22767
F9VSQ.mp4,35.185817,3,14,1.0,1.0,1.0,1.0,0.891974,0.797971,0.342064,0.457371,0.457371,0.457371,1.0,0.619243,0.458445,0.458445,0.512044,34.333447
FJYWX.mp4,37.866667,3,5,0.666667,0.666667,0.666667,1.0,0.882845,0.602403,0.507545,0.388132,0.388132,0.388132,1.0,0.425926,0.277778,0.222222,0.308642,37.6
FQS5V.mp4,25.798304,2,4,0.5,0.0,0.0,1.0,0.373087,0.356847,0.330265,0.297401,0.297401,0.297401,1.0,0.958333,0.0,0.0,0.319444,24.53545
HIKIC.mp4,30.697333,3,22,1.0,1.0,0.666667,1.0,0.939574,0.798331,0.49067,0.616132,0.616132,0.616132,1.0,0.561973,0.458748,0.147619,0.389447,30.03
JIUH7.mp4,27.9,5,13,1.0,1.0,0.2,1.0,0.827667,0.713067,0.436777,0.610064,0.610064,0.610064,1.0,0.707413,0.602309,0.053571,0.454431,27.2
JMPKP.mp4,35.6356,3,8,1.0,0.333333,0.0,1.0,0.596385,0.444377,0.375435,0.266734,0.266734,0.266734,1.0,0.781944,0.166667,0.0,0.316204,35.2352
JS3TB.mp4,24.2,3,12,0.666667,0.333333,0.333333,1.0,0.801293,0.722656,0.122216,0.212861,0.212861,0.212861,1.0,0.172685,0.14537,0.078704,0.132253,23.966667
LGPWK.mp4,32.33709,1,1,0.0,0.0,0.0,1.0,0.178388,0.178388,0.178388,0.178388,0.178388,0.178388,1.0,0.0,0.0,0.0,0.0,31.357178
LRJKT.mp4,33.3333,1,5,1.0,0.0,0.0,1.0,0.444832,0.444832,0.183811,0.368433,0.368433,0.368433,1.0,0.416667,0.0,0.0,0.138889,32.8328
MKMFK.mp4,22.766667,2,7,1.0,0.5,0.5,1.0,0.702941,0.702941,0.166841,0.259664,0.259664,0.259664,1.0,0.916667,0.416667,0.416667,0.583333,21.566667
NUKJ0.mp4,30.598937,1,10,1.0,1.0,1.0,1.0,0.938379,0.938379,0.159421,0.246183,0.246183,0.246183,1.0,1.0,1.0,1.0,1.0,30.465171
O3HV7.mp4,34.633333,4,1,0.0,0.0,0.0,0.25,0.295162,0.255024,0.295162,0.657629,0.657629,0.657629,1.0,0.0,0.0,0.0,0.0,31.166667
OOKN5.mp4,36.8,2,19,1.0,0.5,0.0,1.0,0.568294,0.493534,0.268324,0.509814,0.538635,0.538635,0.905012,0.411688,0.101438,0.0,0.171042,35.966667
OTUV7.mp4,16.907409,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OVFR0.mp4,21.824441,2,7,1.0,1.0,0.0,1.0,0.646401,0.582575,0.480745,0.67504,0.67504,0.67504,1.0,0.983333,1.0,0.0,0.661111,21.480207
OY3LS.mp4,45.0,8,13,0.875,0.5,0.25,1.0,0.944188,0.610746,0.619847,0.894269,0.942708,0.942708,0.945664,0.790545,0.381409,0.029647,0.400534,43.636364
PT4XS.mp4,31.266667,5,9,0.8,0.6,0.0,1.0,0.611812,0.561278,0.431445,0.431543,0.442608,0.442608,0.945241,0.578571,0.286349,0.0,0.288307,31.2
QACLT.mp4,26.2,3,2,0.333333,0.0,0.0,0.666667,0.442082,0.289942,0.40668,0.566101,0.566101,0.566101,1.0,0.333333,0.0,0.0,0.111111,25.6
QRSRE.mp4,33.025365,4,3,0.5,0.5,0.25,0.75,0.725162,0.64257,0.540961,0.37836,0.37836,0.37836,1.0,0.75,0.604167,0.166667,0.506944,32.252646
RJNAB.mp4,32.733333,4,16,1.0,0.75,0.5,1.0,0.769784,0.768724,0.225579,0.333816,0.333816,0.333816,1.0,0.278576,0.290332,0.253968,0.274292,31.166667
TS2DM.mp4,31.898533,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VWFJA.mp4,25.838103,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
XRG9K.mp4,19.080548,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y80PJ.mp4,30.50927,1,2,1.0,1.0,1.0,1.0,0.890003,0.890003,0.51369,0.191431,0.191431,0.191431,1.0,1.0,1.0,1.0,1.0,29.771683
YT2C3.mp4,30.455904,6,12,1.0,1.0,0.5,1.0,0.917911,0.759845,0.535236,0.696798,0.696798,0.696798,1.0,0.891865,0.888889,0.722222,0.834325,29.559043
ZL3QP.mp4,30.597233,3,15,1.0,1.0,0.666667,1.0,0.90252,0.880471,0.199365,0.305513,0.305513,0.305513,1.0,0.925,0.911111,1.0,0.94537,30.4304
ZTWJB.mp4,31.498133,2,6,0.5,0.5,0.0,1.0,0.553535,0.553535,0.124784,0.174385,0.174385,0.174385,1.0,1.0,1.0,0.0,0.666667,30.397033
__SUMMARY__,,,,0.690749,0.518155,0.24375,0.797222,0.576916,0.519855,0.291369,0.357553,0.362771,0.366896,0.835474,0.532528,0.382826,0.16989,0.361748,1209.076421
