video,original_video_duration_seconds,n_targets,n_predictions,recall_0.3,recall_0.5,recall_0.7,overlap_anywhere_recall,best_iou,mean_target_best_iou,mean_predicted_best_iou,temporal_set_iou,overlap_over_max,duration_precision,duration_recall,ap_0.3,ap_0.5,ap_0.7,mAP,predicted_total_duration_seconds
2TAT3.mp4,30.411765,1,13,1.0,1.0,0.0,1.0,0.679815,0.679815,0.359524,0.29,0.29,0.29,1.0,0.909354,0.778333,0.0,0.562562,29.647059
4CAB5.mp4,30.568922,4,16,1.0,1.0,0.5,1.0,0.745679,0.664209,0.315254,0.485118,0.485118,0.485118,1.0,0.514635,0.28616,0.13617,0.312321,29.889612
4RKKP.mp4,30.648843,1,1,0.0,0.0,0.0,1.0,0.063938,0.063938,0.063938,0.063938,0.072369,0.072369,0.354338,0.0,0.0,0.0,0.0,27.388327
51N2C.mp4,30.674847,1,2,0.0,0.0,0.0,1.0,0.177963,0.177963,0.167248,0.155718,0.155718,0.155718,1.0,0.0,0.0,0.0,0.0,30.202926
5SBEY.mp4,15.142411,3,3,0.333333,0.0,0.0,1.0,0.433724,0.270232,0.402792,0.470426,0.521922,0.521922,0.826625,0.333333,0.0,0.0,0.111111,14.421344
7LWW3.mp4,44.897223,2,8,0.5,0.5,0.0,1.0,0.65809,0.448917,0.246371,0.58137,0.58137,0.58137,1.0,0.184722,0.184722,0.0,0.123148,44.716913
8D6PU.mp4,37.916667,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9MNZ5.mp4,52.571429,7,6,0.571429,0.0,0.0,0.571429,0.455587,0.380617,0.333316,0.453444,0.471792,0.471792,0.921007,0.507738,0.0,0.0,0.169246,50.938776
9YOI8.mp4,30.89822,7,7,0.857143,0.428571,0.0,0.857143,0.634276,0.557737,0.503212,0.679722,0.679722,0.679722,1.0,0.767007,0.428571,0.0,0.398526,30.463974
AEKYE.mp4,32.6326,4,15,1.0,0.75,0.25,1.0,0.715569,0.613796,0.5074,0.917699,0.939724,0.975097,0.939724,0.673123,0.348025,0.049107,0.356752,31.998633
AZPOX.mp4,32.699333,1,26,1.0,1.0,1.0,1.0,0.828687,0.828687,0.100978,0.206093,0.206093,0.206093,1.0,0.133938,0.130952,0.166667,0.143852,32.032
BQOLV.mp4,36.473981,2,19,1.0,1.0,1.0,1.0,0.980677,0.972134,0.195245,0.324606,0.324606,0.324606,1.0,0.268161,0.142138,0.098538,0.169612,36.053359
CH41S.mp4,39.265537,1,16,1.0,1.0,0.0,1.0,0.675968,0.675968,0.138409,0.205117,0.205117,0.205117,1.0,0.764423,0.5,0.0,0.421474,38.983051
DCRI5.mp4,30.402092,3,1,0.0,0.0,0.0,0.333333,0.193037,0.188165,0.193037,0.316885,0.316885,0.316885,1.0,0.0,0.0,0.0,0.0,27.459954
E6RD3.mp4,27.388327,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ECW3E.mp4,39.778285,3,4,0.0,0.0,0.0,1.0,0.288974,0.263201,0.219885,0.378134,0.378134,0.378134,1.0,0.0,0.0,0.0,0.0,39.126182
EW8GX.mp4,29.4,1,15,1.0,1.0,1.0,1.0,0.833197,0.833197,0.184172,0.184191,0.184191,0.184191,1.0,0.394643,0.359524,0.2,0.318056,28.8
FDDDG.mp4,15.286624,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FNBYE.mp4,38.435556,6,3,0.5,0.0,0.0,0.5,0.411134,0.307345,0.370167,0.605486,0.605486,0.605486,1.0,0.5,0.0,0.0,0.166667,35.328
GCI2J.mp4,30.639179,5,12,1.0,1.0,0.4,1.0,0.897959,0.675263,0.522628,0.708633,0.708633,0.708633,1.0,0.777889,0.581746,0.150794,0.503476,27.231114
GN0M8.mp4,24.858167,1,17,1.0,0.0,0.0,1.0,0.336636,0.336636,0.052794,0.116308,0.125874,0.125874,0.6048,0.083333,0.0,0.0,0.027778,24.024
HA8S9.mp4,31.033333,1,12,1.0,1.0,1.0,1.0,0.93423,0.93423,0.249519,0.220241,0.220241,0.220241,1.0,0.278409,0.240909,0.125,0.214773,30.4
HI75B.mp4,17.666146,3,4,1.0,0.0,0.0,1.0,0.45296,0.407808,0.452593,0.375488,0.375488,0.375488,1.0,1.0,0.0,0.0,0.333333,17.305612
HNPX7.mp4,29.9299,2,2,0.0,0.0,0.0,1.0,0.223686,0.214263,0.214263,0.333062,0.348466,0.348466,0.882825,0.0,0.0,0.0,0.0,29.6296
I75CL.mp4,28.618421,4,12,0.75,0.75,0.75,1.0,0.914976,0.892958,0.466524,0.587703,0.587703,0.587703,1.0,0.8,0.695833,0.545833,0.680556,28.421053
K8OB6.mp4,31.68,2,10,1.0,1.0,0.5,1.0,0.947601,0.833283,0.290987,0.333845,0.358622,0.358622,0.828531,0.323562,0.228902,0.133333,0.228599,30.72
K9EAZ.mp4,33.2,1,18,1.0,1.0,0.0,1.0,0.636667,0.636667,0.156773,0.304878,0.304878,0.304878,1.0,0.14759,0.115605,0.0,0.087731,32.8
KE5EM.mp4,12.466667,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KFLI0.mp4,18.807836,2,5,1.0,0.0,0.0,1.0,0.348524,0.348524,0.280142,0.213359,0.213359,0.213359,1.0,0.505556,0.0,0.0,0.168519,18.747747
KWHPI.mp4,23.705,2,8,1.0,1.0,0.0,1.0,0.655969,0.634117,0.206137,0.268143,0.268143,0.268143,1.0,1.0,1.0,0.0,0.666667,22.376083
KWJ5O.mp4,34.466667,1,9,1.0,1.0,0.0,1.0,0.581149,0.581149,0.108327,0.102946,0.104742,0.104742,0.857249,1.0,1.0,0.0,0.666667,34.4
L0QNM.mp4,30.470588,3,12,1.0,1.0,0.666667,1.0,0.923664,0.833751,0.581833,0.782645,0.782645,0.782645,1.0,0.951852,0.936111,0.9375,0.941821,29.647059
L8CC0.mp4,36.559742,1,12,1.0,1.0,0.0,1.0,0.554047,0.554047,0.139163,0.226833,0.237763,0.237763,0.831486,0.261111,0.125,0.0,0.128704,35.299061
MVPPS.mp4,19.886533,1,9,1.0,1.0,1.0,1.0,0.808603,0.808603,0.164062,0.301822,0.301822,0.301822,1.0,0.833333,0.333333,0.333333,0.5,19.2192
MVX03.mp4,33.4334,1,6,1.0,0.0,0.0,1.0,0.487532,0.487532,0.367106,0.274628,0.274628,0.274628,1.0,0.926667,0.0,0.0,0.308889,32.032
MYBRN.mp4,22.292994,3,5,1.0,0.666667,0.0,1.0,0.63816,0.624075,0.472023,0.42544,0.42544,0.42544,1.0,0.818056,0.325,0.0,0.381019,21.632015
MZZK2.mp4,31.078733,8,11,1.0,0.375,0.125,1.0,0.95438,0.515474,0.608326,0.946065,0.952109,0.993335,0.952109,0.674339,0.300437,0.034474,0.336417,30.477209
N6FZ7.mp4,18.206946,6,5,0.666667,0.333333,0.0,0.833333,0.604418,0.524949,0.538918,0.722309,0.722309,0.722309,1.0,0.616667,0.295833,0.0,0.304167,17.305612
