video,original_video_duration_seconds,n_targets,n_predictions,recall_0.3,recall_0.5,recall_0.7,overlap_anywhere_recall,best_iou,mean_target_best_iou,mean_predicted_best_iou,temporal_set_iou,overlap_over_max,duration_precision,duration_recall,ap_0.3,ap_0.5,ap_0.7,mAP,predicted_total_duration_seconds
0UPBN.mp4,33.48,3,13,1.0,1.0,0.0,1.0,0.6112,0.584242,0.251934,0.392445,0.408797,0.408797,0.907503,0.895397,0.795767,0.0,0.563721,32.64
1FX8Q.mp4,28.166667,1,7,1.0,1.0,0.0,1.0,0.568981,0.568981,0.11359,0.21091,0.21091,0.21091,1.0,0.5,0.5,0.0,0.333333,27.966667
1VRH1.mp4,30.375,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32K2C.mp4,32.766667,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3JCEI.mp4,19.842861,5,2,0.4,0.4,0.2,0.4,0.80624,0.67228,0.699423,0.911223,0.911223,0.911223,1.0,1.0,0.9,0.3,0.733333,19.201475
5I5E5.mp4,27.761067,1,5,1.0,0.0,0.0,1.0,0.330401,0.330401,0.226251,0.212979,0.212979,0.212979,1.0,0.366667,0.0,0.0,0.122222,27.2272
5NG6Q.mp4,30.6,3,16,1.0,1.0,0.0,1.0,0.690854,0.648299,0.278612,0.385394,0.385394,0.385394,1.0,0.230992,0.202626,0.0,0.144539,30.366667
5P284.mp4,40.514404,2,1,0.5,0.0,0.0,0.5,0.341416,0.241552,0.341416,0.357633,0.357633,0.357633,1.0,0.5,0.0,0.0,0.166667,36.612263
5UNMN.mp4,14.161292,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6CAZU.mp4,31.786517,2,12,1.0,1.0,0.5,1.0,0.756119,0.682077,0.238384,0.367713,0.367713,0.367713,1.0,0.668651,0.668651,0.071429,0.469577,31.550562
